,number_of_rooms,number_of_bathrooms,sqft,days_on_market,initial_price,location_good,location_great,location_poor,neighborhood_alcatraz_ave,neighborhood_berkeley_hills,neighborhood_downtown,neighborhood_east_elmwood,neighborhood_frontage_rd,neighborhood_north_berkeley,neighborhood_northwest,neighborhood_south_side,neighborhood_thowsand_oaks,neighborhood_west_welmwood,neighborhood_westbrae,neighborhood_zaytuna_college,rental_price
2536,3,2,806,55,4066,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3781.38
2537,3,2,1014,6,4796,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4796.0
2538,1,1,581,34,1782,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1732.104
2539,0,1,185,0,1578,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1578.0
2540,0,1,261,7,1639,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1639.0
2541,2,1,659,5,3716,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3716.0
2542,0,1,206,7,1541,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1541.0
2543,3,2,1082,12,5273,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5273.0
2544,0,1,464,3,1799,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1799.0
2545,3,2,966,20,4632,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4632.0
2546,3,2,1034,13,4729,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4729.0
2547,3,2,859,56,4118,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3821.5040000000004
2548,0,1,387,56,1247,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1157.2160000000001
2549,2,1,582,3,3200,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3200.0
2550,1,1,536,2,2043,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2043.0
2551,1,1,380,58,1296,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1197.504
2552,2,1,844,53,2908,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2716.072
2553,0,1,347,8,1686,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1686.0
2554,3,2,831,1,4659,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4659.0
2555,2,1,711,1,3301,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3301.0
2556,1,1,340,6,2288,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2288.0
2557,2,1,787,35,2989,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2899.33
2558,2,1,857,8,3357,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3357.0
2559,1,1,644,12,2572,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2572.0
2560,0,1,456,13,1721,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1721.0
2561,2,1,723,3,3340,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3340.0
2562,0,1,306,5,1687,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1687.0
2563,2,1,615,9,3085,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3085.0
2564,2,1,587,63,2572,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2350.808
2565,3,2,813,7,4622,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4622.0
2566,0,1,111,62,849,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,777.684
2567,2,1,670,18,3137,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3137.0
2568,0,1,119,15,1373,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1373.0
2569,2,1,712,7,3701,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3701.0
2570,2,1,875,26,3194,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3155.672
2571,2,1,908,5,3482,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3482.0
2572,0,1,549,59,1397,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1288.0339999999999
2573,3,2,937,25,4565,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4519.35
2574,1,1,588,7,2015,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015.0
2575,1,1,320,1,1789,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1789.0
2576,2,1,876,27,3215,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3169.99
2577,0,1,214,29,1329,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1305.078
2578,1,1,713,9,2124,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2124.0
2579,1,1,509,11,1919,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1919.0
2580,3,2,985,10,4763,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4763.0
2581,3,2,1009,8,5326,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5326.0
2582,2,1,806,8,3286,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3286.0
2583,3,2,827,0,4632,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4632.0
2584,0,1,264,27,1344,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1325.184
2585,2,1,663,3,3691,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3691.0
2586,3,2,1234,14,5394,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5394.0
2587,0,1,315,1,1752,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1752.0
2588,1,1,349,10,1768,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1768.0
2589,0,1,489,36,1529,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1480.0720000000001
2590,0,1,424,7,1732,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1732.0
2591,0,1,498,10,1801,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1801.0
2592,0,1,308,11,2137,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2137.0
2593,1,1,695,6,2604,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2604.0
2594,1,1,315,39,1451,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1395.862
2595,2,1,621,42,2841,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2715.9959999999996
2596,1,1,495,4,1938,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1938.0
2597,1,1,524,64,1380,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1258.56
2598,1,1,655,36,1810,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1752.08
2599,2,1,647,14,3059,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3059.0
2600,1,1,675,14,2529,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2529.0
2601,0,1,276,5,2095,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2095.0
2602,1,1,327,49,1379,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1299.018
2603,2,1,677,49,2778,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2616.876
2604,3,2,1078,24,4709,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4671.3279999999995
2605,1,1,676,5,2620,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2620.0
2606,0,1,539,3,1899,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1899.0
2607,0,1,525,1,2463,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2463.0
2608,2,1,615,4,3633,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3633.0
2609,3,2,997,11,4749,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4749.0
2610,1,1,414,37,1531,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1478.9460000000001
2611,1,1,455,3,1891,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1891.0
2612,2,1,531,4,3634,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3634.0
2613,0,1,176,8,1514,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1514.0
2614,2,1,872,12,3868,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3868.0
2615,2,1,830,14,3826,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3826.0
2616,0,1,533,10,2371,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2371.0
2617,1,1,330,43,1414,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1348.9560000000001
2618,2,1,942,7,3441,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3441.0
2619,2,1,791,24,3175,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3149.6
2620,0,1,300,35,1392,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1350.24
2621,2,1,905,12,3863,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3863.0
2622,3,2,976,1,5331,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5331.0
2623,2,1,814,52,2891,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2705.9759999999997
2624,0,1,259,37,1288,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1244.208
2625,0,1,426,3,1783,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1783.0
2626,3,2,1091,7,5411,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5411.0
2627,2,1,602,49,2747,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2587.674
2628,1,1,540,60,1463,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1345.96
2629,0,1,308,47,1206,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1140.876
2630,2,1,712,14,3707,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3707.0
2631,0,1,187,3,2058,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2058.0
2632,1,1,318,7,2288,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2288.0
2633,0,1,405,3,1754,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1754.0
2634,2,1,564,7,3119,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3119.0
2635,0,1,225,7,1578,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1578.0
2636,2,1,732,16,3201,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3201.0
2637,1,1,519,59,1391,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1282.502
2638,0,1,400,29,1555,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1527.01
2639,3,2,967,9,5269,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5269.0
2640,2,1,939,11,3895,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3895.0
2641,1,1,305,14,1675,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1675.0
2642,3,2,1164,5,4924,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4924.0
2643,1,1,548,1,2014,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014.0
2644,1,1,473,37,1636,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1580.376
2645,1,1,616,44,1667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1586.984
2646,0,1,152,22,1356,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1350.576
2647,0,1,351,12,1606,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1606.0
2648,1,1,461,6,1863,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1863.0
2649,0,1,441,5,1799,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1799.0
2650,0,1,214,33,1268,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1235.032
2651,0,1,112,7,1487,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1487.0
2652,2,1,579,58,2575,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2379.3
2653,0,1,281,10,1567,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1567.0
2654,2,1,712,14,3632,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3632.0
2655,1,1,452,50,1426,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1340.44
2656,0,1,400,38,1407,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1356.348
2657,2,1,686,20,3118,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3118.0
2658,3,2,871,11,4626,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4626.0
2659,0,1,432,19,1628,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1628.0
2660,2,1,706,10,3747,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3747.0
2661,0,1,495,33,1574,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1533.076
2662,2,1,898,10,3922,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3922.0
2663,1,1,570,13,2421,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2421.0
2664,2,1,745,26,3105,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3067.74
2665,2,1,921,11,3888,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3888.0
2666,3,2,1175,57,4465,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4134.59
2667,1,1,696,14,2573,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2573.0
2668,1,1,648,62,1557,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1426.2120000000002
2669,2,1,933,5,3520,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3520.0
2670,3,2,951,3,4729,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4729.0
2671,2,1,592,12,3074,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3074.0
2672,3,2,1156,26,4697,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4640.6359999999995
2673,1,1,599,3,2084,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2084.0
2674,2,1,533,2,3645,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3645.0
2675,2,1,925,8,3414,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3414.0
2676,0,1,258,10,1544,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1544.0
2677,2,1,888,4,3900,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3900.0
2678,2,1,944,0,3581,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3581.0
2679,3,2,1111,0,4999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4999.0
2680,0,1,386,54,1268,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1181.776
2681,1,1,721,3,2701,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2701.0
2682,3,2,1224,6,5040,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5040.0
2683,2,1,906,12,3393,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3393.0
2684,0,1,290,37,1274,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1230.684
2685,1,1,505,1,2538,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2538.0
2686,1,1,322,40,1452,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1393.92
2687,1,1,300,5,1739,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1739.0
2688,0,1,490,17,1733,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1733.0
2689,1,1,553,35,1689,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1638.33
2690,1,1,398,11,2272,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2272.0
2691,1,1,551,18,1840,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1840.0
2692,0,1,407,0,2320,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2320.0
2693,2,1,724,55,2790,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2594.7
2694,3,2,932,47,4356,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4120.776
2695,2,1,646,0,3727,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3727.0
2696,3,2,837,23,4439,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4412.366
2697,1,1,431,13,1775,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1775.0
2698,3,2,1194,10,5429,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5429.0
2699,2,1,632,37,2874,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2776.284
2700,2,1,736,4,3837,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3837.0
2701,1,1,700,55,1663,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1546.59
2702,2,1,502,4,3570,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3570.0
2703,0,1,347,27,1441,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1420.826
2704,2,1,853,27,3213,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3168.018
2705,3,2,1188,6,4992,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4992.0
2706,2,1,804,6,3327,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3327.0
2707,0,1,549,47,1481,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1401.026
2708,1,1,535,12,1928,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1928.0
2709,0,1,518,62,1315,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1204.54
2710,2,1,743,49,2861,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2695.062
2711,2,1,787,1,3407,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3407.0
2712,3,2,956,10,5204,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5204.0
2713,2,1,935,15,3429,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3429.0
2714,1,1,361,53,1348,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1259.032
2715,3,2,1202,5,4988,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4988.0
2716,0,1,230,5,2105,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2105.0
2717,0,1,206,42,1215,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1161.54
2718,2,1,738,23,3095,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3076.43
2719,1,1,307,0,2348,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2348.0
2720,0,1,488,4,1891,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1891.0
2721,1,1,575,62,1504,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1377.664
2722,1,1,493,34,1617,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1571.724
2723,2,1,681,13,3185,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3185.0
2724,1,1,358,0,1828,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1828.0
2725,3,2,1034,15,4684,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4684.0
2726,2,1,935,13,3903,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3903.0
2727,2,1,651,4,3721,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3721.0
2728,0,1,390,5,2241,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2241.0
2729,0,1,528,6,1860,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1860.0
2730,0,1,400,1,1747,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1747.0
2731,3,2,1104,16,4750,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4750.0
2732,0,1,424,1,1813,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1813.0
2733,1,1,306,4,2226,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2226.0
2734,0,1,397,11,1698,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1698.0
2735,0,1,503,9,1839,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1839.0
2736,0,1,515,52,1424,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1332.864
2737,0,1,468,47,1447,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1368.862
2738,0,1,419,6,1758,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1758.0
2739,0,1,341,39,1382,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1329.484
2740,2,1,636,9,3684,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3684.0
2741,0,1,505,6,1804,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1804.0
2742,1,1,420,1,1933,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1933.0
2743,3,2,1163,7,5429,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5429.0
2744,2,1,935,2,3512,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3512.0
2745,1,1,407,1,1858,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1858.0
2746,0,1,357,46,1294,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1226.712
2747,1,1,428,9,1816,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1816.0
2748,0,1,332,3,1739,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1739.0
2749,2,1,501,4,3044,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3044.0
2750,1,1,707,14,2058,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2058.0
2751,2,1,711,43,2882,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2749.428
2752,3,2,825,6,5124,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5124.0
2753,1,1,623,4,2039,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2039.0
2754,3,2,1006,27,4580,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4515.88
2755,2,1,557,2,3185,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3185.0
2756,0,1,102,8,1895,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1895.0
2757,0,1,461,1,2390,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2390.0
2758,1,1,726,28,1898,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1867.632
2759,2,1,539,42,2709,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2589.804
2760,0,1,384,36,1416,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1370.6879999999999
2761,3,2,1235,3,5545,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5545.0
2762,1,1,664,27,1938,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1910.868
2763,3,2,979,34,4456,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4331.232
2764,2,1,896,12,3363,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3363.0
2765,2,1,646,1,3280,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3280.0
2766,2,1,711,13,3177,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3177.0
2767,1,1,697,2,2146,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2146.0
2768,0,1,151,0,1535,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1535.0
2769,0,1,204,39,1223,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1176.526
2770,3,2,891,39,4333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4168.346
2771,1,1,633,12,2550,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2550.0
2772,0,1,288,0,1696,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1696.0
2773,2,1,584,6,3607,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3607.0
2774,2,1,624,12,3642,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3642.0
2775,3,2,1096,26,4685,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4628.78
2776,0,1,437,30,1585,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1553.3
2777,3,2,870,61,4098,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3761.9640000000004
2778,0,1,364,8,2215,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2215.0
2779,1,1,686,4,2175,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2175.0
2780,3,2,1201,32,4767,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4652.592000000001
2781,3,2,872,52,4167,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3900.312
2782,2,1,740,6,3294,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3294.0
2783,3,2,1186,45,4551,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4323.45
2784,1,1,679,14,2049,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2049.0
2785,3,2,1148,0,5024,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5024.0
2786,3,2,1236,55,4549,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4230.57
2787,1,1,336,24,1580,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1567.36
2788,3,2,1123,49,4513,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4251.246
2789,3,2,1213,10,5001,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5001.0
2790,3,2,1002,39,4485,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4314.57
2791,3,2,894,57,4200,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3889.2
2792,0,1,532,10,2315,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2315.0
2793,0,1,235,3,1597,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1597.0
2794,1,1,376,4,2339,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2339.0
2795,2,1,556,12,3535,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3535.0
2796,0,1,507,30,1630,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1597.4
2797,3,2,911,5,5199,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5199.0
2798,2,1,886,11,3369,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3369.0
2799,1,1,564,3,2538,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2538.0
2800,1,1,380,25,1651,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1634.49
2801,1,1,512,54,1493,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1391.476
2802,1,1,351,14,1729,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1729.0
2803,1,1,314,13,1656,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1656.0
2804,1,1,374,12,1708,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1708.0
2805,2,1,756,40,2930,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2812.8
2806,3,2,1072,7,5385,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5385.0
2807,1,1,741,19,2035,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2035.0
2808,3,2,1028,3,4845,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4845.0
2809,3,2,1154,11,5396,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5396.0
2810,0,1,237,3,1577,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1577.0
2811,0,1,167,55,967,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,899.31
2812,1,1,589,18,1948,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1948.0
2813,3,2,1197,44,4649,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4425.848
2814,2,1,847,16,3301,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3301.0
